,video_frame,left,width,top,height,conf,game_play,video,frame,x,y,y_im,frame_int
317549,57910_001164_Sideline_273,388,26,267,20,0.88134766,57910_001164,57910_001164_Sideline.mp4,273,401.0,277.0,443.0,273
317550,57910_001164_Sideline_273,934,25,324,24,0.88916016,57910_001164,57910_001164_Sideline.mp4,273,946.0,336.0,384.0,273
317620,57910_001164_Sideline_277,598,20,369,21,0.13000488,57910_001164,57910_001164_Sideline.mp4,277,608.0,379.0,341.0,277
317621,57910_001164_Sideline_277,606,20,422,26,0.27612305,57910_001164,57910_001164_Sideline.mp4,277,616.0,435.0,285.0,277
317622,57910_001164_Sideline_277,694,20,375,19,0.36499023,57910_001164,57910_001164_Sideline.mp4,277,704.0,385.0,335.0,277
317623,57910_001164_Sideline_277,694,18,349,23,0.38452148,57910_001164,57910_001164_Sideline.mp4,277,703.0,361.0,359.0,277
317624,57910_001164_Sideline_277,674,18,375,19,0.5917969,57910_001164,57910_001164_Sideline.mp4,277,683.0,385.0,335.0,277
317625,57910_001164_Sideline_277,712,16,402,20,0.7011719,57910_001164,57910_001164_Sideline.mp4,277,720.0,412.0,308.0,277
317626,57910_001164_Sideline_277,714,20,380,23,0.7675781,57910_001164,57910_001164_Sideline.mp4,277,724.0,392.0,328.0,277
317627,57910_001164_Sideline_277,635,20,324,13,0.7949219,57910_001164,57910_001164_Sideline.mp4,277,645.0,330.0,390.0,277
317628,57910_001164_Sideline_277,406,21,280,22,0.8354492,57910_001164,57910_001164_Sideline.mp4,277,416.0,291.0,429.0,277
317629,57910_001164_Sideline_277,452,26,360,28,0.8432617,57910_001164,57910_001164_Sideline.mp4,277,465.0,374.0,346.0,277
317630,57910_001164_Sideline_277,714,23,330,27,0.85791016,57910_001164,57910_001164_Sideline.mp4,277,726.0,344.0,376.0,277
317631,57910_001164_Sideline_277,742,26,294,24,0.8598633,57910_001164,57910_001164_Sideline.mp4,277,755.0,306.0,414.0,277
317632,57910_001164_Sideline_277,623,23,426,25,0.86328125,57910_001164,57910_001164_Sideline.mp4,277,635.0,438.0,282.0,277
317633,57910_001164_Sideline_277,703,23,446,24,0.8647461,57910_001164,57910_001164_Sideline.mp4,277,715.0,458.0,262.0,277
317634,57910_001164_Sideline_277,813,24,457,26,0.86572266,57910_001164,57910_001164_Sideline.mp4,277,825.0,470.0,250.0,277
317635,57910_001164_Sideline_277,434,26,371,23,0.8666992,57910_001164,57910_001164_Sideline.mp4,277,447.0,383.0,337.0,277
317636,57910_001164_Sideline_277,575,23,206,27,0.8720703,57910_001164,57910_001164_Sideline.mp4,277,587.0,220.0,500.0,277
317637,57910_001164_Sideline_277,682,20,232,27,0.87597656,57910_001164,57910_001164_Sideline.mp4,277,692.0,246.0,474.0,277
317638,57910_001164_Sideline_277,380,24,260,21,0.87939453,57910_001164,57910_001164_Sideline.mp4,277,392.0,270.0,450.0,277
317639,57910_001164_Sideline_277,910,22,480,23,0.88183594,57910_001164,57910_001164_Sideline.mp4,277,921.0,492.0,228.0,277
317640,57910_001164_Sideline_277,808,23,376,22,0.88378906,57910_001164,57910_001164_Sideline.mp4,277,820.0,387.0,333.0,277
317641,57910_001164_Sideline_277,936,26,318,26,0.8852539,57910_001164,57910_001164_Sideline.mp4,277,949.0,331.0,389.0,277
317709,57910_001164_Sideline_281,697,20,380,21,0.054504395,57910_001164,57910_001164_Sideline.mp4,281,707.0,390.0,330.0,281
317710,57910_001164_Sideline_281,671,27,374,25,0.6098633,57910_001164,57910_001164_Sideline.mp4,281,685.0,386.0,334.0,281
317711,57910_001164_Sideline_281,710,16,404,22,0.61816406,57910_001164,57910_001164_Sideline.mp4,281,718.0,415.0,305.0,281
317712,57910_001164_Sideline_281,602,22,351,24,0.7441406,57910_001164,57910_001164_Sideline.mp4,281,613.0,363.0,357.0,281
317713,57910_001164_Sideline_281,691,21,350,26,0.77246094,57910_001164,57910_001164_Sideline.mp4,281,701.0,363.0,357.0,281
317714,57910_001164_Sideline_281,714,18,381,22,0.796875,57910_001164,57910_001164_Sideline.mp4,281,723.0,392.0,328.0,281
317715,57910_001164_Sideline_281,632,20,324,14,0.80029297,57910_001164,57910_001164_Sideline.mp4,281,642.0,331.0,389.0,281
317716,57910_001164_Sideline_281,614,28,425,29,0.85009766,57910_001164,57910_001164_Sideline.mp4,281,628.0,439.0,281.0,281
317717,57910_001164_Sideline_281,402,20,273,21,0.8515625,57910_001164,57910_001164_Sideline.mp4,281,412.0,283.0,437.0,281
317718,57910_001164_Sideline_281,812,28,458,26,0.86035156,57910_001164,57910_001164_Sideline.mp4,281,826.0,471.0,249.0,281
317719,57910_001164_Sideline_281,421,26,370,26,0.8618164,57910_001164,57910_001164_Sideline.mp4,281,434.0,383.0,337.0,281
317720,57910_001164_Sideline_281,442,27,359,27,0.87060547,57910_001164,57910_001164_Sideline.mp4,281,456.0,373.0,347.0,281
317721,57910_001164_Sideline_281,681,21,227,28,0.8720703,57910_001164,57910_001164_Sideline.mp4,281,691.0,241.0,479.0,281
317722,57910_001164_Sideline_281,698,22,446,24,0.8730469,57910_001164,57910_001164_Sideline.mp4,281,709.0,458.0,262.0,281
317723,57910_001164_Sideline_281,746,26,290,26,0.875,57910_001164,57910_001164_Sideline.mp4,281,759.0,303.0,417.0,281
317724,57910_001164_Sideline_281,367,27,250,22,0.87597656,57910_001164,57910_001164_Sideline.mp4,281,381.0,261.0,459.0,281
317725,57910_001164_Sideline_281,719,25,319,28,0.8798828,57910_001164,57910_001164_Sideline.mp4,281,731.0,333.0,387.0,281
317726,57910_001164_Sideline_281,564,24,202,26,0.8803711,57910_001164,57910_001164_Sideline.mp4,281,576.0,215.0,505.0,281
317727,57910_001164_Sideline_281,918,24,483,24,0.88378906,57910_001164,57910_001164_Sideline.mp4,281,930.0,495.0,225.0,281
317728,57910_001164_Sideline_281,810,22,373,23,0.8857422,57910_001164,57910_001164_Sideline.mp4,281,821.0,385.0,335.0,281
317729,57910_001164_Sideline_281,938,26,311,26,0.8857422,57910_001164,57910_001164_Sideline.mp4,281,951.0,324.0,396.0,281
317796,57910_001164_Sideline_285,379,18,262,23,0.07513428,57910_001164,57910_001164_Sideline.mp4,285,388.0,274.0,446.0,285
317797,57910_001164_Sideline_285,794,22,416,20,0.2614746,57910_001164,57910_001164_Sideline.mp4,285,805.0,426.0,294.0,285
317798,57910_001164_Sideline_285,596,24,351,25,0.42651367,57910_001164,57910_001164_Sideline.mp4,285,608.0,363.0,357.0,285
317799,57910_001164_Sideline_285,690,20,350,26,0.5332031,57910_001164,57910_001164_Sideline.mp4,285,700.0,363.0,357.0,285
317800,57910_001164_Sideline_285,708,17,405,22,0.61083984,57910_001164,57910_001164_Sideline.mp4,285,716.0,416.0,304.0,285
317801,57910_001164_Sideline_285,668,28,375,24,0.7421875,57910_001164,57910_001164_Sideline.mp4,285,682.0,387.0,333.0,285
317802,57910_001164_Sideline_285,712,20,383,23,0.80322266,57910_001164,57910_001164_Sideline.mp4,285,722.0,395.0,325.0,285
317803,57910_001164_Sideline_285,626,22,324,15,0.8125,57910_001164,57910_001164_Sideline.mp4,285,637.0,332.0,388.0,285
317804,57910_001164_Sideline_285,815,25,457,28,0.8364258,57910_001164,57910_001164_Sideline.mp4,285,827.0,471.0,249.0,285
317805,57910_001164_Sideline_285,724,27,307,29,0.85058594,57910_001164,57910_001164_Sideline.mp4,285,738.0,321.0,399.0,285
317806,57910_001164_Sideline_285,398,21,265,23,0.85302734,57910_001164,57910_001164_Sideline.mp4,285,408.0,277.0,443.0,285
317807,57910_001164_Sideline_285,612,28,426,29,0.8535156,57910_001164,57910_001164_Sideline.mp4,285,626.0,440.0,280.0,285
317808,57910_001164_Sideline_285,405,27,371,25,0.86083984,57910_001164,57910_001164_Sideline.mp4,285,419.0,383.0,337.0,285
317809,57910_001164_Sideline_285,430,28,358,27,0.86328125,57910_001164,57910_001164_Sideline.mp4,285,444.0,372.0,348.0,285
317810,57910_001164_Sideline_285,695,23,447,25,0.8725586,57910_001164,57910_001164_Sideline.mp4,285,707.0,459.0,261.0,285
317811,57910_001164_Sideline_285,356,26,237,25,0.87402344,57910_001164,57910_001164_Sideline.mp4,285,369.0,249.0,471.0,285
317812,57910_001164_Sideline_285,750,26,282,27,0.8754883,57910_001164,57910_001164_Sideline.mp4,285,763.0,296.0,424.0,285
317813,57910_001164_Sideline_285,808,24,371,25,0.87890625,57910_001164,57910_001164_Sideline.mp4,285,820.0,383.0,337.0,285
317814,57910_001164_Sideline_285,550,24,197,28,0.87890625,57910_001164,57910_001164_Sideline.mp4,285,562.0,211.0,509.0,285
317815,57910_001164_Sideline_285,680,24,222,29,0.87939453,57910_001164,57910_001164_Sideline.mp4,285,692.0,236.0,484.0,285
317816,57910_001164_Sideline_285,924,26,483,27,0.88427734,57910_001164,57910_001164_Sideline.mp4,285,937.0,497.0,223.0,285
317817,57910_001164_Sideline_285,940,26,306,28,0.8857422,57910_001164,57910_001164_Sideline.mp4,285,953.0,320.0,400.0,285
317880,57910_001164_Sideline_289,588,24,351,27,0.24487305,57910_001164,57910_001164_Sideline.mp4,289,600.0,365.0,355.0,289
317881,57910_001164_Sideline_289,666,28,376,24,0.3828125,57910_001164,57910_001164_Sideline.mp4,289,680.0,388.0,332.0,289
317882,57910_001164_Sideline_289,688,18,350,23,0.43310547,57910_001164,57910_001164_Sideline.mp4,289,697.0,362.0,358.0,289
317883,57910_001164_Sideline_289,705,18,407,22,0.69384766,57910_001164,57910_001164_Sideline.mp4,289,714.0,418.0,302.0,289
317884,57910_001164_Sideline_289,620,22,322,15,0.79541016,57910_001164,57910_001164_Sideline.mp4,289,631.0,330.0,390.0,289
317885,57910_001164_Sideline_289,710,20,384,22,0.8071289,57910_001164,57910_001164_Sideline.mp4,289,720.0,395.0,325.0,289
317886,57910_001164_Sideline_289,608,24,426,28,0.81689453,57910_001164,57910_001164_Sideline.mp4,289,620.0,440.0,280.0,289
317887,57910_001164_Sideline_289,816,26,462,25,0.8208008,57910_001164,57910_001164_Sideline.mp4,289,829.0,474.0,246.0,289
317888,57910_001164_Sideline_289,387,29,368,26,0.8515625,57910_001164,57910_001164_Sideline.mp4,289,401.0,381.0,339.0,289
317889,57910_001164_Sideline_289,417,29,356,30,0.8618164,57910_001164,57910_001164_Sideline.mp4,289,431.0,371.0,349.0,289
317890,57910_001164_Sideline_289,392,23,255,23,0.86621094,57910_001164,57910_001164_Sideline.mp4,289,404.0,267.0,453.0,289
317891,57910_001164_Sideline_289,534,28,190,30,0.8671875,57910_001164,57910_001164_Sideline.mp4,289,548.0,205.0,515.0,289
317892,57910_001164_Sideline_289,750,26,273,29,0.86865234,57910_001164,57910_001164_Sideline.mp4,289,763.0,287.0,433.0,289
317893,57910_001164_Sideline_289,730,27,296,28,0.8701172,57910_001164,57910_001164_Sideline.mp4,289,744.0,310.0,410.0,289
317894,57910_001164_Sideline_289,680,23,215,31,0.8725586,57910_001164,57910_001164_Sideline.mp4,289,692.0,231.0,489.0,289
317895,57910_001164_Sideline_289,809,24,368,24,0.8769531,57910_001164,57910_001164_Sideline.mp4,289,821.0,380.0,340.0,289
317896,57910_001164_Sideline_289,340,26,227,25,0.8769531,57910_001164,57910_001164_Sideline.mp4,289,353.0,239.0,481.0,289
317897,57910_001164_Sideline_289,691,25,448,26,0.8779297,57910_001164,57910_001164_Sideline.mp4,289,703.0,461.0,259.0,289
317898,57910_001164_Sideline_289,941,30,303,29,0.87890625,57910_001164,57910_001164_Sideline.mp4,289,956.0,317.0,403.0,289
317899,57910_001164_Sideline_289,929,28,481,28,0.8857422,57910_001164,57910_001164_Sideline.mp4,289,943.0,495.0,225.0,289
317964,57910_001164_Sideline_293,586,24,473,22,0.054260254,57910_001164,57910_001164_Sideline.mp4,293,598.0,484.0,236.0,293
317965,57910_001164_Sideline_293,642,16,341,16,0.07501221,57910_001164,57910_001164_Sideline.mp4,293,650.0,349.0,371.0,293
317966,57910_001164_Sideline_293,684,21,344,26,0.5185547,57910_001164,57910_001164_Sideline.mp4,293,694.0,357.0,363.0,293
317967,57910_001164_Sideline_293,703,18,406,22,0.7426758,57910_001164,57910_001164_Sideline.mp4,293,712.0,417.0,303.0,293
317968,57910_001164_Sideline_293,611,22,319,16,0.81640625,57910_001164,57910_001164_Sideline.mp4,293,622.0,327.0,393.0,293
317969,57910_001164_Sideline_293,366,33,364,28,0.8173828,57910_001164,57910_001164_Sideline.mp4,293,382.0,378.0,342.0,293
317970,57910_001164_Sideline_293,708,20,382,24,0.8310547,57910_001164,57910_001164_Sideline.mp4,293,718.0,394.0,326.0,293
317971,57910_001164_Sideline_293,752,27,264,29,0.84472656,57910_001164,57910_001164_Sideline.mp4,293,766.0,278.0,442.0,293
317972,57910_001164_Sideline_293,402,32,354,30,0.84765625,57910_001164,57910_001164_Sideline.mp4,293,418.0,369.0,351.0,293
317973,57910_001164_Sideline_293,598,27,428,28,0.85498047,57910_001164,57910_001164_Sideline.mp4,293,612.0,442.0,278.0,293
317974,57910_001164_Sideline_293,814,26,462,24,0.86035156,57910_001164,57910_001164_Sideline.mp4,293,827.0,474.0,246.0,293
317975,57910_001164_Sideline_293,687,25,449,27,0.87060547,57910_001164,57910_001164_Sideline.mp4,293,699.0,463.0,257.0,293
317976,57910_001164_Sideline_293,735,24,284,26,0.87158203,57910_001164,57910_001164_Sideline.mp4,293,747.0,297.0,423.0,293
317977,57910_001164_Sideline_293,324,26,216,26,0.87402344,57910_001164,57910_001164_Sideline.mp4,293,337.0,229.0,491.0,293
317978,57910_001164_Sideline_293,806,25,361,26,0.8774414,57910_001164,57910_001164_Sideline.mp4,293,818.0,374.0,346.0,293
317979,57910_001164_Sideline_293,933,30,482,29,0.8823242,57910_001164,57910_001164_Sideline.mp4,293,948.0,496.0,224.0,293
317980,57910_001164_Sideline_293,520,28,182,30,0.8857422,57910_001164,57910_001164_Sideline.mp4,293,534.0,197.0,523.0,293
317981,57910_001164_Sideline_293,944,28,296,30,0.88623047,57910_001164,57910_001164_Sideline.mp4,293,958.0,311.0,409.0,293
317982,57910_001164_Sideline_293,678,24,207,31,0.8881836,57910_001164,57910_001164_Sideline.mp4,293,690.0,223.0,497.0,293
317983,57910_001164_Sideline_293,382,25,240,24,0.8886719,57910_001164,57910_001164_Sideline.mp4,293,394.0,252.0,468.0,293
318044,57910_001164_Sideline_297,330,16,230,22,0.06088257,57910_001164,57910_001164_Sideline.mp4,297,338.0,241.0,479.0,297
318045,57910_001164_Sideline_297,682,24,373,28,0.06488037,57910_001164,57910_001164_Sideline.mp4,297,694.0,387.0,333.0,297
318046,57910_001164_Sideline_297,577,24,472,24,0.068359375,57910_001164,57910_001164_Sideline.mp4,297,589.0,484.0,236.0,297
318047,57910_001164_Sideline_297,628,16,329,18,0.11682129,57910_001164,57910_001164_Sideline.mp4,297,636.0,338.0,382.0,297
318048,57910_001164_Sideline_297,682,18,341,16,0.35620117,57910_001164,57910_001164_Sideline.mp4,297,691.0,349.0,371.0,297
318049,57910_001164_Sideline_297,756,30,259,31,0.5854492,57910_001164,57910_001164_Sideline.mp4,297,771.0,275.0,445.0,297
318050,57910_001164_Sideline_297,700,18,406,24,0.7885742,57910_001164,57910_001164_Sideline.mp4,297,709.0,418.0,302.0,297
318051,57910_001164_Sideline_297,706,19,382,25,0.8105469,57910_001164,57910_001164_Sideline.mp4,297,716.0,394.0,326.0,297
318052,57910_001164_Sideline_297,602,24,318,16,0.8125,57910_001164,57910_001164_Sideline.mp4,297,614.0,326.0,394.0,297
318053,57910_001164_Sideline_297,350,34,360,32,0.8496094,57910_001164,57910_001164_Sideline.mp4,297,367.0,376.0,344.0,297
318054,57910_001164_Sideline_297,588,28,426,30,0.85595703,57910_001164,57910_001164_Sideline.mp4,297,602.0,441.0,279.0,297
318055,57910_001164_Sideline_297,740,24,272,25,0.8564453,57910_001164,57910_001164_Sideline.mp4,297,752.0,284.0,436.0,297
318056,57910_001164_Sideline_297,811,30,458,29,0.8574219,57910_001164,57910_001164_Sideline.mp4,297,826.0,472.0,248.0,297
318057,57910_001164_Sideline_297,386,32,352,32,0.8613281,57910_001164,57910_001164_Sideline.mp4,297,402.0,368.0,352.0,297
318058,57910_001164_Sideline_297,804,26,354,28,0.8696289,57910_001164,57910_001164_Sideline.mp4,297,817.0,368.0,352.0,297
318059,57910_001164_Sideline_297,686,24,448,28,0.8745117,57910_001164,57910_001164_Sideline.mp4,297,698.0,462.0,258.0,297
318060,57910_001164_Sideline_297,504,29,172,32,0.8769531,57910_001164,57910_001164_Sideline.mp4,297,518.0,188.0,532.0,297
318061,57910_001164_Sideline_297,370,26,228,24,0.8798828,57910_001164,57910_001164_Sideline.mp4,297,383.0,240.0,480.0,297
318062,57910_001164_Sideline_297,936,30,484,30,0.88134766,57910_001164,57910_001164_Sideline.mp4,297,951.0,499.0,221.0,297
318063,57910_001164_Sideline_297,674,26,199,32,0.8881836,57910_001164,57910_001164_Sideline.mp4,297,687.0,215.0,505.0,297
318064,57910_001164_Sideline_297,305,30,210,29,0.8886719,57910_001164,57910_001164_Sideline.mp4,297,320.0,224.0,496.0,297
318065,57910_001164_Sideline_297,948,29,288,30,0.890625,57910_001164,57910_001164_Sideline.mp4,297,962.0,303.0,417.0,297
318131,57910_001164_Sideline_301,474,22,372,22,0.051239014,57910_001164,57910_001164_Sideline.mp4,301,485.0,383.0,337.0,301
318132,57910_001164_Sideline_301,676,28,372,28,0.09503174,57910_001164,57910_001164_Sideline.mp4,301,690.0,386.0,334.0,301
318133,57910_001164_Sideline_301,791,20,273,19,0.123046875,57910_001164,57910_001164_Sideline.mp4,301,801.0,283.0,437.0,301
318134,57910_001164_Sideline_301,674,24,345,33,0.20629883,57910_001164,57910_001164_Sideline.mp4,301,686.0,361.0,359.0,301
318135,57910_001164_Sideline_301,651,30,377,27,0.5527344,57910_001164,57910_001164_Sideline.mp4,301,666.0,391.0,329.0,301
318136,57910_001164_Sideline_301,704,20,380,27,0.7763672,57910_001164,57910_001164_Sideline.mp4,301,714.0,394.0,326.0,301
318137,57910_001164_Sideline_301,744,23,261,25,0.77734375,57910_001164,57910_001164_Sideline.mp4,301,756.0,273.0,447.0,301
318138,57910_001164_Sideline_301,698,20,406,26,0.7861328,57910_001164,57910_001164_Sideline.mp4,301,708.0,419.0,301.0,301
318139,57910_001164_Sideline_301,762,26,256,28,0.8046875,57910_001164,57910_001164_Sideline.mp4,301,775.0,270.0,450.0,301
318140,57910_001164_Sideline_301,596,25,316,20,0.8183594,57910_001164,57910_001164_Sideline.mp4,301,608.0,326.0,394.0,301
318141,57910_001164_Sideline_301,580,30,426,30,0.8408203,57910_001164,57910_001164_Sideline.mp4,301,595.0,441.0,279.0,301
318142,57910_001164_Sideline_301,370,34,352,30,0.8486328,57910_001164,57910_001164_Sideline.mp4,301,387.0,367.0,353.0,301
318143,57910_001164_Sideline_301,363,26,220,24,0.859375,57910_001164,57910_001164_Sideline.mp4,301,376.0,232.0,488.0,301
318144,57910_001164_Sideline_301,814,26,457,31,0.8598633,57910_001164,57910_001164_Sideline.mp4,301,827.0,473.0,247.0,301
318145,57910_001164_Sideline_301,806,26,350,28,0.8618164,57910_001164,57910_001164_Sideline.mp4,301,819.0,364.0,356.0,301
318146,57910_001164_Sideline_301,334,34,362,33,0.8720703,57910_001164,57910_001164_Sideline.mp4,301,351.0,378.0,342.0,301
318147,57910_001164_Sideline_301,940,32,489,31,0.8720703,57910_001164,57910_001164_Sideline.mp4,301,956.0,505.0,215.0,301
318148,57910_001164_Sideline_301,491,31,165,33,0.8730469,57910_001164,57910_001164_Sideline.mp4,301,507.0,181.0,539.0,301
318149,57910_001164_Sideline_301,682,27,450,28,0.87646484,57910_001164,57910_001164_Sideline.mp4,301,696.0,464.0,256.0,301
318150,57910_001164_Sideline_301,292,32,210,31,0.8828125,57910_001164,57910_001164_Sideline.mp4,301,308.0,226.0,494.0,301
318151,57910_001164_Sideline_301,955,29,280,31,0.88916016,57910_001164,57910_001164_Sideline.mp4,301,969.0,296.0,424.0,301
318152,57910_001164_Sideline_301,673,28,192,32,0.8959961,57910_001164,57910_001164_Sideline.mp4,301,687.0,208.0,512.0,301
318214,57910_001164_Sideline_305,674,26,344,28,0.054504395,57910_001164,57910_001164_Sideline.mp4,305,687.0,358.0,362.0,305
318215,57910_001164_Sideline_305,790,28,272,23,0.11260986,57910_001164,57910_001164_Sideline.mp4,305,804.0,284.0,436.0,305
318216,57910_001164_Sideline_305,677,27,372,28,0.30126953,57910_001164,57910_001164_Sideline.mp4,305,691.0,386.0,334.0,305
318217,57910_001164_Sideline_305,560,26,352,26,0.30908203,57910_001164,57910_001164_Sideline.mp4,305,573.0,365.0,355.0,305
318218,57910_001164_Sideline_305,647,31,380,24,0.39282227,57910_001164,57910_001164_Sideline.mp4,305,663.0,392.0,328.0,305
318219,57910_001164_Sideline_305,699,21,409,25,0.7763672,57910_001164,57910_001164_Sideline.mp4,305,709.0,421.0,299.0,305
318220,57910_001164_Sideline_305,704,23,379,29,0.8022461,57910_001164,57910_001164_Sideline.mp4,305,716.0,393.0,327.0,305
318221,57910_001164_Sideline_305,751,26,244,29,0.8222656,57910_001164,57910_001164_Sideline.mp4,305,764.0,258.0,462.0,305
318222,57910_001164_Sideline_305,772,26,255,31,0.8227539,57910_001164,57910_001164_Sideline.mp4,305,785.0,271.0,449.0,305
318223,57910_001164_Sideline_305,590,28,316,22,0.83984375,57910_001164,57910_001164_Sideline.mp4,305,604.0,327.0,393.0,305
318224,57910_001164_Sideline_305,573,32,423,30,0.8466797,57910_001164,57910_001164_Sideline.mp4,305,589.0,438.0,282.0,305
318225,57910_001164_Sideline_305,355,35,352,31,0.8588867,57910_001164,57910_001164_Sideline.mp4,305,373.0,368.0,352.0,305
318226,57910_001164_Sideline_305,320,35,364,36,0.86376953,57910_001164,57910_001164_Sideline.mp4,305,338.0,382.0,338.0,305
318227,57910_001164_Sideline_305,816,30,455,32,0.86816406,57910_001164,57910_001164_Sideline.mp4,305,831.0,471.0,249.0,305
318228,57910_001164_Sideline_305,684,27,453,28,0.87402344,57910_001164,57910_001164_Sideline.mp4,305,698.0,467.0,253.0,305
318229,57910_001164_Sideline_305,808,28,348,28,0.87939453,57910_001164,57910_001164_Sideline.mp4,305,822.0,362.0,358.0,305
318230,57910_001164_Sideline_305,944,33,494,32,0.8803711,57910_001164,57910_001164_Sideline.mp4,305,960.0,510.0,210.0,305
318231,57910_001164_Sideline_305,672,30,185,33,0.8823242,57910_001164,57910_001164_Sideline.mp4,305,687.0,201.0,519.0,305
318232,57910_001164_Sideline_305,286,27,206,36,0.88427734,57910_001164,57910_001164_Sideline.mp4,305,300.0,224.0,496.0,305
318233,57910_001164_Sideline_305,480,31,159,34,0.8857422,57910_001164,57910_001164_Sideline.mp4,305,496.0,176.0,544.0,305
318234,57910_001164_Sideline_305,356,28,214,27,0.88964844,57910_001164,57910_001164_Sideline.mp4,305,370.0,228.0,492.0,305
318235,57910_001164_Sideline_305,964,29,274,30,0.8964844,57910_001164,57910_001164_Sideline.mp4,305,978.0,289.0,431.0,305
318301,57910_001164_Sideline_309,799,27,267,26,0.07287598,57910_001164,57910_001164_Sideline.mp4,309,813.0,280.0,440.0,309
318302,57910_001164_Sideline_309,556,22,352,24,0.13244629,57910_001164,57910_001164_Sideline.mp4,309,567.0,364.0,356.0,309
318303,57910_001164_Sideline_309,641,32,382,25,0.43066406,57910_001164,57910_001164_Sideline.mp4,309,657.0,394.0,326.0,309
318304,57910_001164_Sideline_309,672,30,372,28,0.51464844,57910_001164,57910_001164_Sideline.mp4,309,687.0,386.0,334.0,309
318305,57910_001164_Sideline_309,682,22,338,23,0.5332031,57910_001164,57910_001164_Sideline.mp4,309,693.0,350.0,370.0,309
318306,57910_001164_Sideline_309,968,28,303,27,0.67089844,57910_001164,57910_001164_Sideline.mp4,309,982.0,317.0,403.0,309
318307,57910_001164_Sideline_309,698,23,409,26,0.78759766,57910_001164,57910_001164_Sideline.mp4,309,710.0,422.0,298.0,309
318308,57910_001164_Sideline_309,700,26,377,30,0.7998047,57910_001164,57910_001164_Sideline.mp4,309,713.0,392.0,328.0,309
318309,57910_001164_Sideline_309,777,27,250,34,0.81152344,57910_001164,57910_001164_Sideline.mp4,309,791.0,267.0,453.0,309
318310,57910_001164_Sideline_309,757,29,231,29,0.84814453,57910_001164,57910_001164_Sideline.mp4,309,771.0,245.0,475.0,309
318311,57910_001164_Sideline_309,586,28,314,24,0.85009766,57910_001164,57910_001164_Sideline.mp4,309,600.0,326.0,394.0,309
318312,57910_001164_Sideline_309,562,36,415,33,0.8574219,57910_001164,57910_001164_Sideline.mp4,309,580.0,431.0,289.0,309
318313,57910_001164_Sideline_309,310,31,366,34,0.86035156,57910_001164,57910_001164_Sideline.mp4,309,326.0,383.0,337.0,309
318314,57910_001164_Sideline_309,336,34,348,32,0.8701172,57910_001164,57910_001164_Sideline.mp4,309,353.0,364.0,356.0,309
318315,57910_001164_Sideline_309,348,31,211,29,0.87353516,57910_001164,57910_001164_Sideline.mp4,309,364.0,225.0,495.0,309
318316,57910_001164_Sideline_309,684,28,453,29,0.87353516,57910_001164,57910_001164_Sideline.mp4,309,698.0,467.0,253.0,309
318317,57910_001164_Sideline_309,806,30,345,29,0.8754883,57910_001164,57910_001164_Sideline.mp4,309,821.0,359.0,361.0,309
318318,57910_001164_Sideline_309,816,34,452,33,0.8774414,57910_001164,57910_001164_Sideline.mp4,309,833.0,468.0,252.0,309
318319,57910_001164_Sideline_309,946,35,496,34,0.87890625,57910_001164,57910_001164_Sideline.mp4,309,964.0,513.0,207.0,309
318320,57910_001164_Sideline_309,469,33,152,35,0.87939453,57910_001164,57910_001164_Sideline.mp4,309,485.0,170.0,550.0,309
318321,57910_001164_Sideline_309,671,31,178,34,0.88378906,57910_001164,57910_001164_Sideline.mp4,309,687.0,195.0,525.0,309
318322,57910_001164_Sideline_309,278,28,196,36,0.8852539,57910_001164,57910_001164_Sideline.mp4,309,292.0,214.0,506.0,309
318323,57910_001164_Sideline_309,972,30,269,32,0.89746094,57910_001164,57910_001164_Sideline.mp4,309,987.0,285.0,435.0,309
318394,57910_001164_Sideline_313,591,22,378,26,0.07965088,57910_001164,57910_001164_Sideline.mp4,313,602.0,391.0,329.0,313
318395,57910_001164_Sideline_313,542,17,411,20,0.109558105,57910_001164,57910_001164_Sideline.mp4,313,550.0,421.0,299.0,313
318396,57910_001164_Sideline_313,978,30,298,28,0.12194824,57910_001164,57910_001164_Sideline.mp4,313,993.0,312.0,408.0,313
318397,57910_001164_Sideline_313,640,27,384,24,0.23754883,57910_001164,57910_001164_Sideline.mp4,313,654.0,396.0,324.0,313
318398,57910_001164_Sideline_313,673,29,372,30,0.33740234,57910_001164,57910_001164_Sideline.mp4,313,687.0,387.0,333.0,313
318399,57910_001164_Sideline_313,548,26,350,24,0.38452148,57910_001164,57910_001164_Sideline.mp4,313,561.0,362.0,358.0,313
318400,57910_001164_Sideline_313,680,24,338,21,0.68066406,57910_001164,57910_001164_Sideline.mp4,313,692.0,348.0,372.0,313
318401,57910_001164_Sideline_313,299,25,362,30,0.7524414,57910_001164,57910_001164_Sideline.mp4,313,311.0,377.0,343.0,313
318402,57910_001164_Sideline_313,702,24,376,30,0.7998047,57910_001164,57910_001164_Sideline.mp4,313,714.0,391.0,329.0,313
318403,57910_001164_Sideline_313,699,24,409,29,0.8041992,57910_001164,57910_001164_Sideline.mp4,313,711.0,423.0,297.0,313
318404,57910_001164_Sideline_313,780,32,244,36,0.8203125,57910_001164,57910_001164_Sideline.mp4,313,796.0,262.0,458.0,313
318405,57910_001164_Sideline_313,317,33,346,30,0.828125,57910_001164,57910_001164_Sideline.mp4,313,333.0,361.0,359.0,313
